@relation yeast-10-3tst.dat
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class integer [1, 10]
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.4927536231884058, 0.4714285714285714, 0.5526315789473686, 0.3888888888888888, 0.0, 0.0, 0.72, 0.21428571428571427, 1
0.31884057971014484, 0.3857142857142857, 0.31578947368421056, 0.19444444444444442, 0.0, 0.0, 0.76, 0.21428571428571427, 3
0.3043478260869565, 0.09999999999999998, 0.13157894736842107, 0.11111111111111109, 0.0, 0.0, 0.74, 0.21428571428571427, 6
0.3768115942028984, 0.3142857142857143, 0.4605263157894736, 0.0972222222222222, 0.0, 0.0, 0.8799999999999999, 0.21428571428571427, 3
0.8695652173913042, 0.9714285714285713, 0.3026315789473684, 0.4027777777777776, 0.0, 0.0, 0.8600000000000001, 0.21428571428571427, 7
0.47826086956521735, 0.5, 0.513157894736842, 0.4027777777777776, 0.0, 0.0, 0.66, 0.21428571428571427, 1
0.6956521739130432, 0.7571428571428571, 0.3684210526315789, 0.3888888888888888, 0.0, 0.0, 0.66, 0.21428571428571427, 7
0.2608695652173913, 0.4285714285714285, 0.4210526315789474, 0.11111111111111109, 0.0, 0.0, 0.6799999999999999, 0.21428571428571427, 3
0.07246376811594202, 0.27142857142857135, 0.3026315789473684, 0.36111111111111105, 0.0, 0.0, 0.8, 0.7244897959183674, 2
0.27536231884057966, 0.3571428571428571, 0.618421052631579, 0.18055555555555547, 0.0, 0.0, 0.8200000000000001, 0.3163265306122449, 3
0.47826086956521735, 0.4571428571428571, 0.3289473684210526, 0.16666666666666663, 0.0, 0.0, 0.78, 0.21428571428571427, 3
0.5217391304347825, 0.48571428571428577, 0.3815789473684211, 0.13888888888888884, 0.0, 0.0, 0.8600000000000001, 0.24489795918367346, 2
0.04347826086956519, 0.24285714285714288, 0.5921052631578947, 0.13888888888888884, 0.0, 0.0, 0.78, 0.21428571428571427, 3
0.4202898550724637, 0.3285714285714286, 0.4210526315789474, 0.8611111111111109, 0.0, 0.0, 0.74, 0.21428571428571427, 1
0.826086956521739, 0.8142857142857143, 0.4473684210526316, 0.23611111111111105, 1.0, 0.0, 0.8, 0.21428571428571427, 10
0.536231884057971, 0.5571428571428572, 0.27631578947368424, 0.05555555555555554, 0.0, 0.0, 0.76, 0.21428571428571427, 2
0.24637681159420283, 0.48571428571428577, 0.6710526315789473, 0.12499999999999999, 0.0, 0.0, 0.8400000000000001, 0.21428571428571427, 3
0.36231884057971014, 0.5285714285714286, 0.618421052631579, 0.0972222222222222, 0.0, 0.0, 0.9199999999999999, 0.21428571428571427, 1
0.463768115942029, 0.5142857142857143, 0.47368421052631576, 0.06944444444444443, 0.0, 0.0, 0.72, 0.21428571428571427, 1
0.3333333333333333, 0.5142857142857143, 0.3684210526315789, 0.20833333333333331, 0.0, 1.0, 0.76, 0.21428571428571427, 9
0.3043478260869565, 0.2142857142857143, 0.34210526315789475, 0.18055555555555547, 0.0, 0.0, 0.76, 0.21428571428571427, 2
0.4202898550724637, 0.48571428571428577, 0.3684210526315789, 0.013888888888888881, 0.0, 0.0, 0.7, 0.24489795918367346, 2
0.463768115942029, 0.6285714285714286, 0.3684210526315789, 0.18055555555555547, 0.0, 0.0, 0.8400000000000001, 0.29591836734693877, 2
0.826086956521739, 0.7571428571428571, 0.10526315789473684, 0.20833333333333331, 0.0, 0.0, 0.8, 0.21428571428571427, 4
0.3478260869565217, 0.5571428571428572, 0.3947368421052632, 0.33333333333333326, 0.0, 0.0, 0.8799999999999999, 0.21428571428571427, 3
0.463768115942029, 0.7285714285714286, 0.2368421052631579, 0.15277777777777773, 0.0, 0.0, 0.8, 0.21428571428571427, 6
0.8115942028985506, 1.0, 0.3026315789473684, 0.4027777777777776, 0.0, 0.0, 0.7, 0.21428571428571427, 7
0.20289855072463764, 0.41428571428571426, 0.3289473684210526, 0.0972222222222222, 1.0, 0.0, 0.8400000000000001, 0.3469387755102041, 3
0.3478260869565217, 0.3571428571428571, 0.3684210526315789, 0.16666666666666663, 0.0, 0.0, 0.74, 0.24489795918367346, 3
0.43478260869565216, 0.2571428571428571, 0.2894736842105264, 0.0972222222222222, 0.0, 0.0, 0.76, 0.4183673469387755, 3
0.08695652173913043, 0.48571428571428577, 0.3026315789473684, 0.3749999999999999, 0.0, 0.0, 0.72, 0.2755102040816327, 2
0.31884057971014484, 0.48571428571428577, 0.3947368421052632, 0.0972222222222222, 0.0, 0.0, 0.64, 0.25510204081632654, 2
0.536231884057971, 0.44285714285714284, 0.4210526315789474, 0.027777777777777776, 0.0, 0.0, 0.66, 0.24489795918367346, 2
0.10144927536231885, 0.48571428571428577, 0.40789473684210537, 0.04166666666666667, 0.0, 0.0, 0.66, 0.21428571428571427, 2
0.0, 0.30000000000000004, 0.3289473684210526, 0.11111111111111109, 0.0, 0.0, 0.76, 0.4489795918367347, 3
0.24637681159420283, 0.41428571428571426, 0.3684210526315789, 0.9305555555555555, 0.0, 0.0, 0.74, 0.25510204081632654, 1
0.3478260869565217, 0.5285714285714286, 0.3947368421052632, 0.7499999999999999, 0.0, 0.0, 0.8, 0.21428571428571427, 1
0.4202898550724637, 0.41428571428571426, 0.3684210526315789, 0.11111111111111109, 0.0, 0.0, 0.78, 0.25510204081632654, 3
