@relation yeast-10-5tra.dat
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class integer [1, 10]
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.5280898876404495, 0.5517241379310345, 0.3291139240506329, 0.14942528735632182, 0.0, 0.0, 0.5932203389830508, 0.22, 1
0.3595505617977528, 0.6206896551724137, 0.3417721518987341, 0.3103448275862069, 0.0, 0.0, 0.6779661016949154, 0.22, 1
0.5955056179775282, 0.5632183908045976, 0.35443037974683544, 0.17241379310344826, 0.0, 0.0, 0.6779661016949154, 0.22, 1
0.5280898876404495, 0.3563218390804597, 0.45569620253164544, 0.14942528735632182, 0.0, 0.0, 0.6949152542372883, 0.22, 2
0.34831460674157305, 0.3563218390804597, 0.3417721518987341, 0.6206896551724138, 0.0, 0.0, 0.5932203389830508, 0.22, 1
0.43820224719101125, 0.471264367816092, 0.3417721518987341, 0.7471264367816092, 0.0, 0.0, 0.6779661016949154, 0.22, 1
0.41573033707865165, 0.36781609195402304, 0.481012658227848, 0.22988505747126436, 0.0, 0.0, 0.7627118644067796, 0.34, 2
0.49438202247191015, 0.42528735632183906, 0.5696202531645569, 0.4137931034482758, 0.0, 0.0, 0.6101694915254237, 0.22, 1
0.3258426966292135, 0.2988505747126437, 0.49367088607594933, 0.17241379310344826, 0.0, 0.0, 0.7627118644067796, 0.3, 3
0.3595505617977528, 0.2988505747126437, 0.4177215189873418, 0.24137931034482757, 0.0, 0.0, 0.6779661016949154, 0.27, 2
0.34831460674157305, 0.27586206896551724, 0.481012658227848, 0.22988505747126436, 0.0, 0.0, 0.6610169491525424, 0.29, 2
0.3258426966292135, 0.3333333333333333, 0.45569620253164544, 0.4022988505747126, 0.0, 0.0, 0.6779661016949154, 0.25, 3
0.550561797752809, 0.3103448275862069, 0.3924050632911392, 0.5287356321839081, 0.0, 0.0, 0.6779661016949154, 0.22, 1
0.6179775280898877, 0.4827586206896552, 0.30379746835443033, 0.21839080459770113, 0.0, 0.0, 0.5593220338983051, 0.22, 1
0.39325842696629215, 0.3563218390804597, 0.3924050632911392, 0.1264367816091954, 0.0, 0.0, 0.6271186440677967, 0.22, 3
0.40449438202247184, 0.2988505747126437, 0.36708860759493667, 0.1264367816091954, 0.0, 0.0, 0.6101694915254237, 0.4, 3
0.5280898876404495, 0.39080459770114934, 0.4177215189873418, 0.1264367816091954, 0.0, 0.0, 0.6440677966101696, 0.26, 2
0.43820224719101125, 0.24137931034482762, 0.430379746835443, 0.24137931034482757, 0.0, 0.0, 0.6101694915254237, 0.22, 2
0.5617977528089888, 0.5402298850574712, 0.430379746835443, 0.24137931034482757, 0.0, 0.0, 0.6271186440677967, 0.25, 2
0.38202247191011235, 0.3103448275862069, 0.36708860759493667, 0.1839080459770115, 0.0, 0.0, 0.6271186440677967, 0.22, 3
0.3595505617977528, 0.3563218390804597, 0.3417721518987341, 0.2528735632183908, 0.0, 0.0, 0.6440677966101696, 0.22, 3
0.6966292134831461, 0.5747126436781609, 0.26582278481012656, 0.3448275862068965, 0.0, 0.0, 0.6101694915254237, 0.22, 3
0.3595505617977528, 0.4597701149425288, 0.3924050632911392, 0.14942528735632182, 0.0, 0.0, 0.7118644067796611, 0.22, 3
0.39325842696629215, 0.4597701149425288, 0.3924050632911392, 0.17241379310344826, 0.0, 0.0, 0.7627118644067796, 0.22, 3
0.44943820224719105, 0.43678160919540227, 0.3924050632911392, 0.5862068965517241, 0.0, 0.0, 0.6949152542372883, 0.22, 1
0.5168539325842697, 0.39080459770114934, 0.49367088607594933, 0.2068965517241379, 0.0, 0.0, 0.6440677966101696, 0.22, 3
0.47191011235955066, 0.471264367816092, 0.2784810126582278, 0.11494252873563218, 0.0, 0.0, 0.7457627118644068, 0.32, 2
0.44943820224719105, 0.43678160919540227, 0.2784810126582278, 0.9999999999999999, 0.0, 0.0, 0.6610169491525424, 0.22, 1
0.30337078651685395, 0.5517241379310345, 0.5063291139240506, 0.13793103448275862, 0.0, 0.0, 0.6779661016949154, 0.47, 3
0.24719101123595505, 0.4827586206896552, 0.3797468354430379, 0.49425287356321834, 0.0, 0.0, 0.6440677966101696, 0.22, 2
0.7528089887640451, 0.7011494252873562, 0.26582278481012656, 0.29885057471264365, 0.0, 0.0, 0.5084745762711864, 0.22, 4
0.7078651685393259, 0.6206896551724137, 0.3291139240506329, 0.39080459770114945, 0.0, 0.0, 0.4915254237288135, 0.22, 7
0.3258426966292135, 0.36781609195402304, 0.45569620253164544, 0.2068965517241379, 0.0, 0.0, 0.728813559322034, 0.26, 3
0.5393258426966293, 0.4597701149425288, 0.2784810126582278, 0.5057471264367815, 0.0, 0.0, 0.6271186440677967, 0.22, 1
0.5168539325842697, 0.4597701149425288, 0.40506329113924044, 0.39080459770114945, 0.0, 0.0, 0.6779661016949154, 0.22, 1
0.7640449438202248, 0.5057471264367814, 0.2531645569620252, 0.3218390804597701, 0.0, 0.0, 0.7796610169491525, 0.22, 5
0.33707865168539325, 0.471264367816092, 0.22784810126582278, 0.22988505747126436, 0.0, 0.0, 0.6440677966101696, 0.22, 6
0.29213483146067415, 0.264367816091954, 0.44303797468354433, 0.2068965517241379, 0.0, 0.0, 0.5932203389830508, 0.26, 8
0.47191011235955066, 0.2068965517241379, 0.4683544303797468, 0.4482758620689655, 0.0, 0.0, 0.576271186440678, 0.37, 2
0.7078651685393259, 0.7126436781609196, 0.4683544303797468, 0.5402298850574712, 0.0, 0.0, 0.45762711864406785, 0.35, 5
0.34831460674157305, 0.12643678160919541, 0.16455696202531644, 0.1839080459770115, 0.0, 0.0, 0.6271186440677967, 0.22, 6
0.41573033707865165, 0.2988505747126437, 0.3797468354430379, 0.24137931034482757, 0.0, 0.0, 0.6610169491525424, 0.28, 3
0.33707865168539325, 0.4597701149425288, 0.30379746835443033, 0.16091954022988506, 0.0, 0.0, 0.6610169491525424, 0.66, 6
0.38202247191011235, 0.37931034482758624, 0.430379746835443, 0.49425287356321834, 0.0, 0.0, 0.7118644067796611, 0.38, 2
0.5955056179775282, 0.5287356321839081, 0.44303797468354433, 0.26436781609195403, 0.0, 0.0, 0.5593220338983051, 0.22, 3
0.5955056179775282, 0.4942528735632184, 0.44303797468354433, 0.2528735632183908, 0.0, 0.0, 0.5423728813559323, 0.22, 3
0.6179775280898877, 0.5632183908045976, 0.35443037974683544, 0.11494252873563218, 0.0, 0.0, 0.6101694915254237, 0.22, 3
0.47191011235955066, 0.3563218390804597, 0.3797468354430379, 0.3793103448275862, 0.0, 0.0, 0.7118644067796611, 0.22, 3
0.30337078651685395, 0.41379310344827586, 0.40506329113924044, 0.21839080459770113, 0.0, 0.0, 0.6271186440677967, 0.22, 3
0.38202247191011235, 0.5172413793103448, 0.3417721518987341, 0.7701149425287356, 0.0, 0.0, 0.6610169491525424, 0.22, 1
0.3595505617977528, 0.2528735632183908, 0.3924050632911392, 0.5977011494252873, 0.0, 0.0, 0.6949152542372883, 0.22, 1
0.29213483146067415, 0.21839080459770116, 0.3291139240506329, 0.2068965517241379, 0.0, 0.0, 0.5423728813559323, 0.25, 2
0.33707865168539325, 0.37931034482758624, 0.481012658227848, 0.21839080459770113, 0.0, 0.0, 0.7627118644067796, 0.27, 2
0.48314606741573035, 0.40229885057471265, 0.2911392405063291, 0.09195402298850575, 0.0, 0.0, 0.6610169491525424, 0.27, 3
0.550561797752809, 0.39080459770114934, 0.30379746835443033, 0.2528735632183908, 0.0, 0.0, 0.6440677966101696, 0.29, 3
0.25842696629213485, 0.37931034482758624, 0.45569620253164544, 0.10344827586206895, 0.0, 0.0, 0.7118644067796611, 0.22, 3
0.41573033707865165, 0.471264367816092, 0.430379746835443, 0.13793103448275862, 0.0, 0.0, 0.6440677966101696, 0.22, 3
0.40449438202247184, 0.2988505747126437, 0.481012658227848, 0.17241379310344826, 0.0, 0.0, 0.7457627118644068, 0.22, 3
0.7865168539325844, 0.8275862068965516, 0.3291139240506329, 0.42528735632183906, 0.0, 0.0, 0.728813559322034, 0.22, 7
0.550561797752809, 0.42528735632183906, 0.2911392405063291, 0.7011494252873562, 0.0, 0.0, 0.576271186440678, 0.22, 1
0.38202247191011235, 0.4827586206896552, 0.4177215189873418, 0.7586206896551724, 0.0, 0.0, 0.576271186440678, 0.22, 1
0.39325842696629215, 0.41379310344827586, 0.4683544303797468, 0.26436781609195403, 0.0, 0.0, 0.5254237288135595, 0.22, 1
0.42696629213483145, 0.3333333333333333, 0.44303797468354433, 0.632183908045977, 0.0, 0.0, 0.4915254237288135, 0.25, 1
0.5842696629213484, 0.4597701149425288, 0.4177215189873418, 0.45977011494252873, 0.0, 0.0, 0.6271186440677967, 0.22, 1
0.43820224719101125, 0.471264367816092, 0.40506329113924044, 0.6206896551724138, 0.0, 0.0, 0.6440677966101696, 0.27, 1
0.41573033707865165, 0.36781609195402304, 0.430379746835443, 0.5747126436781609, 0.0, 0.0, 0.6779661016949154, 0.22, 1
0.43820224719101125, 0.5172413793103448, 0.31645569620253167, 0.5287356321839081, 0.0, 0.0, 0.5593220338983051, 0.22, 1
0.44943820224719105, 0.471264367816092, 0.49367088607594933, 0.6551724137931033, 0.0, 0.0, 0.7627118644067796, 0.22, 1
