@relation adult-10-3tst.dat
@attribute Age real [17.0, 90.0]
@attribute Workclass integer [0, 6]
@attribute Fnlwgt real [13492.0, 1490400.0]
@attribute Education integer [0, 15]
@attribute Education-num real [1.0, 16.0]
@attribute Marital-status integer [0, 6]
@attribute Occupation integer [0, 13]
@attribute Relationship integer [0, 5]
@attribute Race integer [0, 4]
@attribute Sex integer [0, 1]
@attribute Capital-gain real [0.0, 99999.0]
@attribute Capital-loss real [0.0, 4356.0]
@attribute Hours-per-week real [1.0, 99.0]
@attribute Native-country integer [0, 40]
@attribute Class integer [0, 1]
@inputs Age, Workclass, Fnlwgt, Education, Education-num, Marital-status, Occupation, Relationship, Race, Sex, Capital-gain, Capital-loss, Hours-per-week, Native-country
@outputs Class
@data
0.5205479452054793, 0, 0.09987122399267682, 0, 0.2, 0, 0, 0, 1, 1, 0.0, 0.0, 0.08247422680412371, 0, 0
0.2602739726027397, 0, 0.21897129913048488, 0, 0.8, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.4794520547945205, 0, 0.20633418371304893, 0, 0.4, 0, 0, 0, 0, 0, 0.0, 0.0, 0.16494845360824742, 0, 0
0.0547945205479452, 0, 0.10616706304261576, 1, 0.6, 0, 0, 0, 1, 0, 0.0, 0.0, 0.3917525773195876, 0, 0
0.0821917808219178, 0, 0.2203776395202706, 0, 0.8, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.35616438356164376, 0, 0.17244459417826058, 0, 0.5333333333333333, 0, 0, 0, 1, 0, 0.0, 0.0, 0.4329896907216495, 0, 0
0.1506849315068493, 0, 0.15444033415268268, 0, 0.5333333333333333, 0, 1, 0, 1, 1, 0.025970259702597025, 0.0, 0.3917525773195876, 0, 0
0.3150684931506849, 0, 0.09825875333299347, 1, 0.6, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.3698630136986301, 0, 0.18301375753317478, 0, 0.5333333333333333, 0, 0, 0, 1, 0, 0.0, 0.0, 0.3917525773195876, 0, 0
0.3972602739726027, 0, 0.0764056200420683, 0, 0.8666666666666667, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.5205479452054793, 0, 0.12178641801002281, 0, 0.8, 0, 0, 0, 1, 1, 0.15024150241502415, 0.0, 0.49484536082474223, 0, 1
0.0684931506849315, 0, 0.33313089715429406, 0, 0.4, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.0684931506849315, 0, 0.5788758585990676, 0, 0.8, 0, 0, 0, 1, 1, 0.0, 0.0, 0.23711340206185563, 0, 0
0.3424657534246575, 0, 0.10955269731432206, 1, 0.6, 0, 0, 0, 0, 0, 0.0, 0.16025641025641027, 0.3917525773195876, 0, 0
0.0136986301369863, 0, 0.029923244180144557, 0, 0.5333333333333333, 0, 0, 0, 1, 1, 0.0, 0.0, 0.23711340206185563, 0, 0
0.2191780821917808, 0, 0.15443036010736505, 0, 0.5333333333333333, 0, 0, 0, 1, 1, 0.0, 0.0, 0.49484536082474223, 0, 1
0.136986301369863, 0, 0.13009368953235026, 0, 0.5333333333333333, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 1
0.46575342465753417, 0, 0.17729752133891585, 1, 0.6, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 1
0.3835616438356165, 0, 0.18918547513027212, 0, 0.8, 0, 0, 0, 1, 0, 0.0, 0.0, 0.3917525773195876, 0, 0
0.2328767123287671, 0, 0.37930961874765884, 0, 0.8, 0, 0, 1, 1, 0, 0.0, 0.0, 0.49484536082474223, 0, 1
0.3972602739726027, 0, 0.3293762232058355, 0, 0.8, 0, 0, 0, 1, 1, 0.15024150241502415, 0.0, 0.3711340206185567, 0, 1
0.1232876712328767, 0, 0.3853738383007773, 1, 0.6, 0, 0, 0, 1, 0, 0.0, 0.0, 0.3917525773195876, 0, 0
0.0684931506849315, 0, 0.0992583743192714, 1, 0.6, 0, 0, 0, 1, 0, 0.0, 0.0, 0.18556701030927833, 0, 0
0.0547945205479452, 0, 0.09430127379640978, 1, 0.6, 0, 0, 0, 1, 1, 0.0, 0.0, 0.13402061855670103, 0, 0
0.2465753424657534, 0, 0.20927652708174949, 0, 0.6666666666666666, 0, 0, 0, 1, 1, 0.0, 0.0, 0.49484536082474223, 0, 0
0.30136986301369856, 0, 0.29577477275800085, 0, 0.5333333333333333, 0, 0, 0, 0, 0, 0.0, 0.0, 0.3917525773195876, 0, 0
0.5616438356164384, 0, 0.055906740459825646, 0, 0.33333333333333337, 0, 1, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 1
0.0273972602739726, 0, 0.10118668974734633, 0, 0.5333333333333333, 0, 0, 0, 0, 0, 0.0, 0.0, 0.3402061855670103, 0, 0
0.5616438356164384, 0, 0.20961342816803386, 0, 0.8, 0, 0, 0, 1, 1, 0.15024150241502415, 0.0, 0.49484536082474223, 0, 1
0.1232876712328767, 0, 0.17459344683058087, 1, 0.6, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.1780821917808219, 0, 0.17110031451489568, 0, 0.4, 0, 0, 0, 1, 1, 0.0, 0.4412820512820513, 0.3711340206185567, 0, 0
0.0684931506849315, 0, 0.20205421004452856, 1, 0.6, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.6986301369863013, 0, 0.2689434826263213, 0, 0.5333333333333333, 0, 0, 0, 0, 1, 0.0, 0.0, 0.3917525773195876, 0, 1
0.1232876712328767, 0, 0.1850939000955292, 0, 0.5333333333333333, 0, 0, 0, 1, 0, 0.0, 0.0, 0.3917525773195876, 0, 0
0.0958904109589041, 0, 0.29290113947926616, 0, 0.5333333333333333, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.4794520547945205, 0, 0.23323861684372443, 0, 0.5333333333333333, 1, 0, 0, 0, 0, 0.0, 0.0, 0.3402061855670103, 0, 0
0.3835616438356165, 0, 0.3777979967684093, 0, 0.8, 0, 0, 0, 0, 1, 0.0, 0.0, 0.443298969072165, 0, 1
0.2602739726027397, 0, 0.1124629020925547, 0, 0.8666666666666667, 0, 0, 0, 0, 1, 0.0, 0.0, 0.443298969072165, 0, 0
0.4520547945205479, 0, 0.2941390293259097, 0, 0.33333333333333337, 0, 1, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 1
0.1232876712328767, 0, 0.21732779810759112, 0, 0.6666666666666666, 0, 0, 0, 0, 0, 0.0011400114001140012, 0.0, 0.3917525773195876, 0, 0
0.3150684931506849, 0, 0.1710925569240931, 1, 0.6, 0, 0, 0, 1, 1, 0.03411034110341103, 0.0, 0.49484536082474223, 0, 0
0.27397260273972607, 0, 0.006017674008302838, 0, 0.8, 0, 0, 0, 1, 1, 0.0, 0.0, 0.6494845360824741, 0, 1
0.0547945205479452, 0, 0.1266637261703434, 1, 0.6, 0, 0, 0, 1, 1, 0.02907029070290703, 0.0, 0.3917525773195876, 0, 0
0.1095890410958904, 0, 0.24801571909542058, 1, 0.6, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.0547945205479452, 0, 0.4901511843624701, 1, 0.6, 0, 0, 0, 0, 1, 0.0, 0.0, 0.15463917525773194, 0, 0
0.2328767123287671, 0, 0.10315600958394931, 0, 0.13333333333333336, 0, 0, 0, 0, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.2465753424657534, 0, 0.48817521516232204, 0, 0.5333333333333333, 0, 1, 0, 1, 1, 0.0, 0.0, 0.6494845360824741, 0, 1
0.1917808219178082, 0, 0.21993988975355241, 0, 0.5333333333333333, 0, 0, 0, 1, 0, 0.0, 0.0, 0.3917525773195876, 0, 0
0.5068493150684932, 0, 0.35288504801948706, 0, 0.33333333333333337, 0, 0, 0, 0, 1, 0.0, 0.0, 0.3917525773195876, 0, 0
0.2465753424657534, 0, 0.26211569449277544, 0, 0.8, 0, 0, 0, 1, 1, 0.0, 0.0, 0.49484536082474223, 0, 1
0.1917808219178082, 0, 0.19981669921160713, 0, 0.8666666666666667, 0, 0, 0, 1, 1, 0.0, 0.0, 0.3402061855670103, 0, 1
0.1232876712328767, 0, 0.3621620183921396, 1, 0.6, 0, 0, 0, 0, 1, 0.0, 0.0, 0.5979381443298969, 0, 0
