@relation contraceptive-10-2tst.dat
@attribute Wife_age real [16.0, 49.0]
@attribute Wife_education real [1.0, 4.0]
@attribute Husband_education real [1.0, 4.0]
@attribute Children real [0.0, 16.0]
@attribute Wife_religion real [0.0, 1.0]
@attribute Wife_working real [0.0, 1.0]
@attribute Husband_occupation real [1.0, 4.0]
@attribute Standard-of-living real [1.0, 4.0]
@attribute Media_exposure real [0.0, 1.0]
@attribute Contraceptive_method integer [1, 3]
@inputs Wife_age, Wife_education, Husband_education, Children, Wife_religion, Wife_working, Husband_occupation, Standard-of-living, Media_exposure
@outputs Contraceptive_method
@data
0.8064516129032258, 0.6666666666666667, 0.3333333333333333, 0.75, 1.0, 1.0, 0.6666666666666667, 0.6666666666666667, 0.0, 1
0.870967741935484, 1.0, 1.0, 0.08333333333333333, 1.0, 0.0, 0.0, 1.0, 0.0, 1
0.6451612903225807, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 1.0, 1.0, 0.3333333333333333, 0.6666666666666667, 0.0, 1
0.7096774193548387, 0.3333333333333333, 0.0, 0.41666666666666663, 1.0, 1.0, 0.3333333333333333, 0.0, 1.0, 1
0.3870967741935484, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1
0.3548387096774194, 0.3333333333333333, 0.3333333333333333, 0.08333333333333333, 1.0, 1.0, 0.3333333333333333, 1.0, 0.0, 1
1.0, 0.3333333333333333, 1.0, 0.16666666666666666, 1.0, 1.0, 0.0, 0.6666666666666667, 0.0, 1
0.29032258064516125, 1.0, 1.0, 0.08333333333333333, 1.0, 1.0, 0.0, 1.0, 0.0, 1
0.5483870967741935, 1.0, 1.0, 0.08333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666667, 0.0, 1
0.8064516129032258, 0.6666666666666667, 0.6666666666666667, 0.8333333333333333, 1.0, 1.0, 0.6666666666666667, 0.6666666666666667, 0.0, 1
0.32258064516129037, 0.3333333333333333, 1.0, 0.08333333333333333, 1.0, 0.0, 0.0, 0.6666666666666667, 0.0, 1
0.25806451612903225, 1.0, 1.0, 0.08333333333333333, 1.0, 0.0, 0.6666666666666667, 0.6666666666666667, 0.0, 1
0.3548387096774194, 1.0, 1.0, 0.41666666666666663, 1.0, 1.0, 0.3333333333333333, 0.0, 0.0, 1
